dc_blinkit_warehouse_id,warehouse,dc_blinkit_internal_city,latitude,longitude
76857989,RAIPUR - FEEDER WAREHOUSE,raipur,21.2380912,81.6336993
2945510946,AHMEDABAD A2 - FEEDER,ahmedabad,23.0215374,72.5800568
1375846305,AHMEDABAD A2 - FEEDER WAREHOUSE,ahmedabad,23.0215374,72.5800568
1121681666,AMD IM3,ahmedabad,23.0215374,72.5800568
247213239,AMD TEMP2,ahmedabad,23.0215374,72.5800568
3915311542,BENGALURU B3,bengaluru,12.9767936,77.590082
1104503077,BENGALURU B3 - FEEDER WAREHOUSE,bengaluru,12.9767936,77.590082
1362634205,BENGALURU B4,bengaluru,12.9767936,77.590082
821457531,BENGALURU B4 - FEEDER WAREHOUSE,bengaluru,12.9767936,77.590082
1258812324,BENGALURU B5 - FEEDER,bengaluru,12.9767936,77.590082
200613024,BENGALURU B5 - FEEDER WAREHOUSE,bengaluru,12.9767936,77.590082
845130483,BHOPAL B1 - FEEDER,bhopal,23.2584857,77.401989
2262448317,BHOPAL B1 - FEEDER WAREHOUSE,bhopal,23.2584857,77.401989
2531824570,BHUBANESWAR B1 - FEEDER,bhubaneswar,20.2602964,85.8394521
2830948912,BHUBANESWAR B1 - FEEDER WAREHOUSE,bhubaneswar,20.2602964,85.8394521
398980501,BULK PERISHABLE - BENGALURU DODDABANALLI PC2,bengaluru,12.9767936,77.590082
352696006,BULK PERISHABLE - DELHI BUDHPUR PC2,budhpur,28.7836683,77.1385885
1756425987,CC-DTS-CHITEGAON1,aurangabad (maharashtra),19.8597998,75.3114008
1375790936,CHENNAI C3 - FEEDER WAREHOUSE,chennai,13.0836939,80.270186
2444295502,CHENNAI C4 - FEEDER,chennai,13.0836939,80.270186
408069458,CHENNAI C4 - FEEDER WAREHOUSE,chennai,13.0836939,80.270186
2998000092,CHENNAI C5 - FEEDER,chennai,13.0836939,80.270186
2700047371,CHENNAI C5 - FEEDER WAREHOUSE,chennai,13.0836939,80.270186
4135857984,CHN ECOM,chennai,13.0836939,80.270186
1626565376,COIMBATORE C1 - FEEDER,coimbatore,11.0018115,76.9628425
1590205753,COIMBATORE C1 - FEEDER WAREHOUSE,coimbatore,11.0018115,76.9628425
890385599,CP - JAMMU GREATER KAILASH (HP),jammu,32.7185614,74.8580917
3195285671,CPC -  BHUJ CITY MALL (HP),bhuj,23.2472446,69.668339
243716087,CPC -  DEHRADUN PREM NAGAR (HP),dehradun,30.3255646,78.0436813
3306368439,CPC -  JAMMU BATHINDI (HP),jammu,32.7185614,74.8580917
4242053574,CPC -  JUNAGADH SONVATIKA(HP),junagadh,21.5220416,70.4582458
131250504,CPC -  NAGPUR MANISH NAGAR (HP),nagpur,21.1498134,79.0820556
3237043763,CPC -  NASHIK SONAWANE (HP),nashik,20.0112475,73.7902364
2188762894,CPC -  UDUPI UB SQUARE (HP),udupi,13.5269784,74.8731879
2248034001,CPC - AGRA DAYAL BAGH (HP),agra,27.1752554,78.0098161
458177689,CPC - AGRA INDRAPURI (HP),agra,27.1752554,78.0098161
123918303,CPC - AGRA RAM NAGAR (HP),agra,27.1752554,78.0098161
1870905915,CPC - AGRA SIKANDRA (HP),agra,27.1752554,78.0098161
850541571,CPC - AGRA UMA KUNJ ES9 (HP),agra,27.1752554,78.0098161
920297941,CPC - AHMEDABAD1 (HP),ahmedabad,23.0215374,72.5800568
917348218,CPC - AHMEDABAD2 (HP),ahmedabad,23.0215374,72.5800568
587390776,CPC - AHMEDNAGAR SAVEDI(HP),ahmednagar,19.092952,74.7493451
1441424494,CPC - AKOLA CIVIL LINE (HP),akola,20.7618122,77.1921157
87283739,CPC - AURANGABAD HARSOOL (HP),aurangabad (maharashtra),19.8597998,75.3114008
1297572755,CPC - AURANGABAD OSMANPURA (HP),aurangabad (maharashtra),19.8597998,75.3114008
1015501828,CPC - AURANGABAD TOWN CENTER CIDCO (HP),aurangabad (maharashtra),19.8597998,75.3114008
653414501,CPC - AURANGABAD TOWN CENTER CIDCO(HP),aurangabad (maharashtra),19.8597998,75.3114008
3778140276,CPC - AURANGABAD VIJAYANT NAGAR (HP),aurangabad (maharashtra),19.8597998,75.3114008
2195194978,CPC - AURANGABAD VIJAYANT NAGAR(HP),aurangabad (maharashtra),19.8597998,75.3114008
488495201,CPC - BAREILLY DELAPEER (HP),bareilly,28.4582345,79.4047452
3858851637,CPC - BAREILLY PILIBHIT BYPASS (HP),bareilly,28.4582345,79.4047452
836899477,CPC - BAREILLY RAMPUR GARDEN (HP),bareilly,28.4582345,79.4047452
1355797063,CPC - BAREILLY SAIDPUR HAWKINS (HP),bareilly,28.4582345,79.4047452
2410264462,CPC - BENGALURU7 (HP),bengaluru,12.9767936,77.590082
1837432240,CPC - BHUJ CITY MALL (HP),bhuj,23.2472446,69.668339
2686308519,CPC - BIDAR DEVI NAGAR (HP),bidar,18.0207297,77.2487204
3255261429,CPC - BIJAPUR GURUKUL ROAD (HP),bijapur,16.814415,75.8933856
3502443871,CPC - CHENNAI2 (HP),chennai,13.0836939,80.270186
714622047,CPC - COIMBATORE SAIBABA COLONY (HP),coimbatore,11.0018115,76.9628425
51303155,CPC - COIMBATORE1 (HP),coimbatore,11.0018115,76.9628425
3598917106,CPC - DEHRADUN CANAL ROAD (HP),dehradun,30.3255646,78.0436813
3504234119,CPC - DEHRADUN DALANWALA (HP),dehradun,30.3255646,78.0436813
941559484,CPC - DEHRADUN GMS ROAD (HP),dehradun,30.3255646,78.0436813
4222376379,CPC - DEHRADUN RAJPUR ROAD (HP),dehradun,30.3255646,78.0436813
4168280788,CPC - DEHRADUN SARASWATI VIHAR (HP),dehradun,30.3255646,78.0436813
4102569033,CPC - DEHRADUN SHEWALA KALA (HP),dehradun,30.3255646,78.0436813
3469491435,CPC - DELHI MUNDKA (HP),delhi,28.6138954,77.2090057
3287179890,CPC - DELHI4 (HP),delhi,28.6138954,77.2090057
2530580850,CPC - ELURU RR PETA (HP),eluru,16.7104257,81.1153816
2615830303,CPC - GANDHIDHAM ADIPUR (HP),gandhidham,23.0718743,70.131715
390938671,CPC - GANDHIDHAM GAYATRI KUNJ (HP),gandhidham,23.0718743,70.131715
3509894382,CPC - GOA CALANGUTE (HP),goa,15.4989946,73.8282141
1504239289,CPC - GOA DABOLIM (HP),goa,15.4989946,73.8282141
1474242967,CPC - GOA PANJIM (HP),goa,15.4989946,73.8282141
2914794916,CPC - GOA PORVORIM (HP),goa,15.4989946,73.8282141
2053487048,CPC - GOA SIOLIM (HP),goa,15.4989946,73.8282141
2358702940,CPC - GORAKHPUR AIIMS (HP),gorakhpur,26.6677977,83.3642334
312230522,CPC - GORAKHPUR AIIMS(HP),gorakhpur,26.6677977,83.3642334
2303570979,CPC - GORAKHPUR BAUXIPUR (HP),gorakhpur,26.6677977,83.3642334
2006974172,CPC - GORAKHPUR BICCHIYA BAZAAR(HP),gorakhpur,26.6677977,83.3642334
1495388025,CPC - GORAKHPUR GORAKHNATH (HP),gorakhpur,26.6677977,83.3642334
4024591464,CPC - GORAKHPUR MEDICAL ROAD (HP),gorakhpur,26.6677977,83.3642334
4152652598,CPC - GORAKHPUR RAPTINAGAR (HP),gorakhpur,26.6677977,83.3642334
267722365,CPC - GORAKHPUR TARAMANDAL (HP),gorakhpur,26.6677977,83.3642334
487545870,CPC - GUNTUR GORANTLA ES2 (HP),guntur,16.2915189,80.4541588
4023556316,CPC - GURGAON (HP),gurgaon,28.4646148,77.0299194
1244957565,CPC - GURGAON1 (HP),gurgaon,28.4646148,77.0299194
1196976908,CPC - GURGAON3 (HP),gurgaon,28.4646148,77.0299194
1142346265,CPC - GUWAHATI TARUN NAGAR (HP),guwahati,26.1805978,91.753943
3878297062,CPC - GWALIOR AIRPORT ROAD (HP),gwalior,26.2037247,78.1573628
3367149194,CPC - GWALIOR GOVINDPURI (HP),gwalior,26.2037247,78.1573628
3993509877,CPC - GWALIOR KAMPOO ROAD (HP),gwalior,26.2037247,78.1573628
1478046072,CPC - GWALIOR KUSHAL NAGAR (HP),gwalior,26.2037247,78.1573628
57489457,CPC - GWALIOR MORAR ROAD (HP),gwalior,26.2037247,78.1573628
1970351336,CPC - HARIDWAR JWALAPUR ES1 (HP),haridwar,29.9384473,78.1452985
30660233,CPC - HYD3 (HP),hyderabad,17.360589,78.4740613
4268977264,CPC - INDORE1 (HP),indore,22.7203616,75.8681996
208831686,CPC - JABALPUR ADARSH NAGAR (HP),jabalpur,23.1701522,79.9324505
3155729651,CPC - JAMMU AMBIKA VIHAR (HP),jammu,32.7185614,74.8580917
2281054448,CPC - JAMMU BATHINDI (HP),jammu,32.7185614,74.8580917
1658550795,CPC - JAMMU BC ROAD (HP),jammu,32.7185614,74.8580917
4029224664,CPC - JAMMU DIGIANA(HP),jammu,32.7185614,74.8580917
1030787085,CPC - JAMMU OLD SATHWARI (HP),jammu,32.7185614,74.8580917
250943098,CPC - JAMMU ROOPNAGAR (HP),jammu,32.7185614,74.8580917
190623673,CPC - JAMMU SAINIK COLONY (HP),jammu,32.7185614,74.8580917
2069122489,CPC - JAMMU TRIKUTA NAGAR (HP),jammu,32.7185614,74.8580917
930090631,CPC - JAMNAGAR KHODIYAR COLONY (HP),jamnagar,22.4732415,70.0552102
3766000874,CPC - JAMSHEDPUR MANGO (HP),jamshedpur,22.8015194,86.2029579
2937936772,CPC - JHANSI AWAS VIKAS (HP),jhansi,25.529855,78.6527802
574356530,CPC - JHANSI BUNDELKHAND (HP),jhansi,25.529855,78.6527802
1105369379,CPC - JHANSI INDRIPURI (HP),jhansi,25.529855,78.6527802
1706657368,CPC - JHANSI KHUSHIPURA (HP),jhansi,25.529855,78.6527802
3909226797,CPC - JODHPUR RATANADA (HP),jodhpur,26.2967719,73.0351433
4050027744,CPC - JUNAGADH SONVATIKA(HP),junagadh,21.5220416,70.4582458
982394711,CPC - KASHIPUR TEHSIL ROAD (HP),kashipur,29.2117573,78.9617306
4180814166,CPC - KOCHI EDAPALLY (HP),kochi,9.9679032,76.2444378
1745084630,CPC - KOCHI KAKKANAD (HP),kochi,9.9679032,76.2444378
1740506040,CPC - KOCHI KALOOR (HP),kochi,9.9679032,76.2444378
529200573,CPC - KOCHI PACHALAM (HP),kochi,9.9679032,76.2444378
1799355908,CPC - KOCHI TRIPUNITHURA (HP),kochi,9.9679032,76.2444378
984483909,CPC - KOLHAPUR TARABAI PARK (HP),kolhapur,16.7028412,74.2405329
2274974446,CPC - KOLKATA K4 (HP),kolkata,22.5726459,88.3638953
2624045023,CPC - KOLKATA1 (HP),kolkata,22.5726459,88.3638953
1004854143,CPC - KOLKATA2 (HP),kolkata,22.5726459,88.3638953
2101049791,CPC - KOTA KUNHADI (HP),kota,25.1737019,75.8574194
147712253,CPC - KURNOOL BHAGYA NAGAR (HP),kurnool,15.8309251,78.0425373
748397891,CPC - LUCKNOW (HP),lucknow,26.8381,80.9346001
2573288299,CPC - MANGALORE ATTAVAR (HP),mangalore,12.8698101,74.8430082
1705797772,CPC - MANGALORE ATTAVAR(HP),mangalore,12.8698101,74.8430082
2598007196,CPC - MANGALURU NORTHERN SKY PALM (HP),mangalore,12.8698101,74.8430082
1849199753,CPC - MANIPAL VIDYARATNA NAGAR (HP),manipal,13.3519723,74.7870308
3251543833,CPC - MORBI SANALA ROAD(HP),morbi,22.8003959,70.886232
2037543683,CPC - MUMBAI M10 (HP),mumbai,19.054999,72.8692035
4031586112,CPC - MUMBAI1 (HP),mumbai,19.054999,72.8692035
3820824445,CPC - MUMBAI2 (HP),mumbai,19.054999,72.8692035
4160065061,CPC - NAGPUR DHANTOLI (HP),nagpur,21.1498134,79.0820556
206132209,CPC - NAGPUR MANKAPUR (HP),nagpur,21.1498134,79.0820556
2340710659,CPC - NAGPUR TRIMURTI NAGAR (HP),nagpur,21.1498134,79.0820556
2869326837,CPC - NANDED GOKUL NAGAR (HP),nanded,19.0942729,77.4832628
527967578,CPC - NASHIK MUMBAI NAKA ES5 (HP),nashik,20.0112475,73.7902364
3447217834,CPC - NASHIK SONAWANE (HP),nashik,20.0112475,73.7902364
1493413495,CPC - NELLORE RAMALINGA PURAM (HP),nellore,14.4493717,79.9873763
3561245373,CPC - NOIDA1 (HP),noida,28.5706333,77.3272147
3804768226,CPC - PATNA KANKARBAGH (HP),patna,25.6093239,85.1235252
10482981,CPC - PATNA LEKHA NAGAR (HP),patna,25.6093239,85.1235252
700748036,CPC - PATNA PRIYADARSHI (HP),patna,25.6093239,85.1235252
4226497793,CPC - PRAYAGRAJ CIVIL LINES (HP),prayagraj,25.4381302,81.8338005
2838427814,CPC - PRAYAGRAJ GEORGE TOWN ES4 (HP),prayagraj,25.4381302,81.8338005
1811555662,CPC - PRAYAGRAJ NAINI (HP),prayagraj,25.4381302,81.8338005
1818537260,CPC - PUDUCHERRY VENKATA NAGAR (HP),puducherry,11.9340568,79.8306447
1818966924,CPC - PUNE1 (HP),pune,18.5213738,73.8545071
1536999249,CPC - RAJKOT KKV CHOWK ES4 (HP),rajkot,22.3053263,70.8028377
2340954561,CPC - RAJKOT NANA MAVA (HP),rajkot,22.3053263,70.8028377
4059589064,CPC - RAJKOT TRIKONBAUG (HP),rajkot,22.3053263,70.8028377
3230688682,CPC - RAJPURA1 (HP),rajpura,30.4776857,76.5937658
2727508133,CPC - RANCHI HARMU (HP),ranchi,23.3700501,85.3250387
254085496,CPC - RANCHI KANTATOLI (HP),ranchi,23.3700501,85.3250387
2652695781,CPC - RANCHI MG ROAD (HP),ranchi,23.3700501,85.3250387
40053391,CPC - ROORKEE MOJA (HP),roorkee,29.8693496,77.8902124
3391656639,CPC - SATARA POWAI NAKA (HP),satara,17.6361289,74.2982781
2306235680,CPC - SATARA POWAI NAKA(HP),satara,17.6361289,74.2982781
2298146277,CPC - SHIMOGA DURGIGUDI (HP),shimoga,13.9326093,75.574978
3480589380,CPC - SILIGURI JUNCTION (HP),siliguri,26.7164127,88.4309916
2579239618,CPC - SILIGURI SALUGARA (HP),siliguri,26.7164127,88.4309916
3627194743,CPC - SILIGURI SF ROAD (HP),siliguri,26.7164127,88.4309916
264332615,CPC - SILIGURI UTTARAYAN (HP),siliguri,26.7164127,88.4309916
904205899,CPC - SOLAPUR KARNIK NAGAR (HP),solapur,17.8499067,75.2763203
4069772300,CPC - SOLAPUR KONARK NAGAR(HP),solapur,17.8499067,75.2763203
1108174502,CPC - SOLAPUR MURARJI PETH (HP),solapur,17.8499067,75.2763203
3667536537,CPC - SOLAPUR MURARJI PETH(HP),solapur,17.8499067,75.2763203
2879947424,CPC - SURAT ATHWA GATE (HP),surat,21.2094892,72.8317058
3960413759,CPC - SURAT BHIMRAD (HP),surat,21.2094892,72.8317058
3247671763,CPC - SURAT DAHIN NAGAR (HP),surat,21.2094892,72.8317058
2883352459,CPC - SURAT PANKAJ NAGAR (HP),surat,21.2094892,72.8317058
2114442033,CPC - SURAT VESU (HP),surat,21.2094892,72.8317058
2661193276,CPC - SURAT1 (HP),surat,21.2094892,72.8317058
1508282682,CPC - TCIGURGAON1 (HP),gurgaon,28.4646148,77.0299194
936017098,CPC - TIRUPATI TATA NAGAR (HP),tirupati,13.6316368,79.4231711
1009859298,CPC - TIRUPATI TUMMALAGUNTA (HP),tirupati,13.6316368,79.4231711
2195427271,CPC - TRIVANDRUM KOWDIAR (HP),trivandrum,8.4882267,76.947551
3544393443,CPC - TRIVANDRUM VAZHUTHACAUD (HP),trivandrum,8.4882267,76.947551
1480554588,CPC - UDAIPUR BHUWANA (HP),udaipur,24.578721,73.6862571
3550461963,CPC - UDAIPUR GANPATI NAGAR ES4 (HP),udaipur,24.578721,73.6862571
3553841073,CPC - UDAIPUR GORDHAN VILAS (HP),udaipur,24.578721,73.6862571
3972482983,CPC - UDAIPUR HIRAN MAGRI ES2 (HP),udaipur,24.578721,73.6862571
2067153063,CPC - UDAIPUR MALLA TALAI (HP),udaipur,24.578721,73.6862571
2922910398,CPC - UDAIPUR PRATAP NAGAR (HP),udaipur,24.578721,73.6862571
3043286405,CPC - UDUPI UB SQUARE (HP),udupi,13.5269784,74.8731879
1408662313,CPC - VARANASI RANIPUR (HP),varanasi,25.3356491,83.0076292
3590855514,CPC - VARANASI SHIVPUR BYPASS (HP),varanasi,25.3356491,83.0076292
202765145,CPC - VELLORE THOTTAPALAYAM (HP),vellore,12.9021849,79.061104
2373485664,CPC - VELLORE VIT (HP),vellore,12.9021849,79.061104
2705191005,CPC - VIJAYAWADA BENZCIRCLE (HP),vijayawada,16.5115306,80.6160469
255901260,CPC - VIJAYAWADA CURRENCY NAGAR ES2 (HP),vijayawada,16.5115306,80.6160469
1309445784,CPC - VIJAYAWADA GOVERNERPET (HP),vijayawada,16.5115306,80.6160469
3472574604,CPC - VIJAYAWADA KANURU (HP),vijayawada,16.5115306,80.6160469
1820321930,CPC - VIJAYAWADA TADEPALLI (HP),vijayawada,16.5115306,80.6160469
51550205,CPC - VISAKHAPATNAM AKKAYYAPALEM (HP),visakhapatnam,17.6935526,83.2921297
453374534,CPC - VISAKHAPATNAM RAM NAGAR (HP),visakhapatnam,17.6935526,83.2921297
2131522153,CPC - VISHAKHAPATNAM PARVATHI NAGAR (HP),visakhapatnam,17.6935526,83.2921297
3463214036,CPC - VISHAKHAPATNAM SEETHAMMADARA (HP),visakhapatnam,17.6935526,83.2921297
3182964274,CPC GOA MARGAON (HP),goa,15.4989946,73.8282141
1800982446,CPC- GOA PANJIM (HP),goa,15.4989946,73.8282141
2800219482,CPC- RANCHI1 (HP),ranchi,23.3700501,85.3250387
2602435558,CPC- VARANASI2,varanasi,25.3356491,83.0076292
687606209,CPC-AGRA2,agra,27.1752554,78.0098161
1235693643,CPC-BHOPAL1-FRZ (HP),bhopal,23.2584857,77.401989
1148271142,CPC-BLR8-FRZ(HP),bengaluru,12.9767936,77.590082
505435441,CPC-BLR9,bengaluru,12.9767936,77.590082
1968678314,CPC-CHN1-FRZ (HP),chennai,13.0836939,80.270186
3785829075,CPC-CHN3,chennai,13.0836939,80.270186
3210180698,CPC-DDN1,dehradun,30.3255646,78.0436813
1955736252,CPC-DEL5,delhi,28.6138954,77.2090057
3856390969,CPC-DHD1-FRZ (HP),dehradun,30.3255646,78.0436813
4104075980,CPC-GGN4,gurgaon,28.4646148,77.0299194
39956985,CPC-GOA2-FRZ (HP),goa,15.4989946,73.8282141
3528027580,CPC-GUNTUR1,guntur,16.2915189,80.4541588
4031561707,CPC-GWH1(HP),guwahati,26.1805978,91.753943
1535528891,CPC-INDORE2(HP),indore,22.7203616,75.8681996
2579868125,CPC-INDORE2-FRZ(HP),indore,22.7203616,75.8681996
1761236142,CPC-JAI1-FRZ (HP),jaipur,26.9154576,75.8189817
2574678153,CPC-KOCHI1,kochi,9.9679032,76.2444378
394537559,CPC-KOL2,kolkata,22.5726459,88.3638953
2747646667,CPC-KOL2-FRZ(HP),kolkata,22.5726459,88.3638953
1454770575,CPC-LDH1 (HP),ludhiana,30.9090157,75.851601
2420729677,CPC-MUM4,mumbai,19.054999,72.8692035
3811000144,CPC-MUM5,mumbai,19.054999,72.8692035
3171329509,CPC-NAGPUR2(HP),nagpur,21.1498134,79.0820556
4149329591,CPC-NOIDA2,noida,28.5706333,77.3272147
3946042519,CPC-NOIDA2-FRZ(HP),noida,28.5706333,77.3272147
162291827,CPC-PATNA2-FRZ (HP),patna,25.6093239,85.1235252
4003004066,CPC-PUNE3,pune,18.5213738,73.8545071
1680533462,CPC-PUNE3-FRZ(HP),pune,18.5213738,73.8545071
1074847202,CPC-RAIPUR1-FRZ (HP),raipur,21.2380912,81.6336993
1161391505,CPC-VGA1,vijayawada,16.5115306,80.6160469
285262109,CPC-VIJAY1-FRZ (HP),vijayawada,16.5115306,80.6160469
2287036047,CPC-VTZ1(HP),visakhapatnam,17.6935526,83.2921297
1083632309,DASNA 2,dasna,28.693684,77.5446152
2976067788,DASNA D3 - FEEDER,dasna,28.693684,77.5446152
3740105004,DASNA D3 - FEEDER WAREHOUSE,dasna,28.693684,77.5446152
2294365551,DEHRADUN - FEEDER,dehradun,30.3255646,78.0436813
1173749492,DEHRADUN - FEEDER WAREHOUSE,dehradun,30.3255646,78.0436813
3091404590,FARIDABAD - FEEDER,faridabad,28.4031478,77.3105561
1226675405,FARIDABAD - FEEDER WAREHOUSE,faridabad,28.4031478,77.3105561
4140520140,FARUKHNAGAR - SR,farukhnagar,28.467225,76.8253658
1438523129,FARUKHNAGAR - SR FEEDER WAREHOUSE,farukhnagar,28.467225,76.8253658
573720551,FARUKHNAGAR F2 - FEEDER,farukhnagar,28.467225,76.8253658
442780811,FARUKHNAGAR F2 - FEEDER WAREHOUSE,farukhnagar,28.467225,76.8253658
2286428884,GOA - FEEDER WAREHOUSE,goa,15.4989946,73.8282141
1159558156,GOA G2 - FEEDER,goa,15.4989946,73.8282141
262657879,GOA G2 - FEEDER WAREHOUSE,goa,15.4989946,73.8282141
2639869530,GURGAON G7 ECOM,gurgaon,28.4646148,77.0299194
4110612487,GUWAHATI G1 - FEEDER WAREHOUSE,guwahati,26.1805978,91.753943
2821769092,GUWAHATI G2 - FEEDER WAREHOUSE,guwahati,26.1805978,91.753943
2813879263,HYDERABAD H2,hyderabad,17.360589,78.4740613
3274076813,HYDERABAD H3 - FEEDER,hyderabad,17.360589,78.4740613
3768082634,HYDERABAD H3 - FEEDER WAREHOUSE,hyderabad,17.360589,78.4740613
3984626855,HYDERABAD H4 - FEEDER WAREHOUSE,hyderabad,17.360589,78.4740613
3391159174,INDORE - FEEDER,indore,22.7203616,75.8681996
746579571,INDORE - FEEDER WAREHOUSE,indore,22.7203616,75.8681996
2148013973,INDORE I2,indore,22.7203616,75.8681996
1321243387,INDORE I2 - FEEDER WAREHOUSE,indore,22.7203616,75.8681996
1444001233,JAIPUR J2,jaipur,26.9154576,75.8189817
780051623,JAIPUR J3 - FEEDER,jaipur,26.9154576,75.8189817
2313476367,JAIPUR J3 - FEEDER WAREHOUSE,jaipur,26.9154576,75.8189817
3323325090,JAIPUR J4 - FEEDER WAREHOUSE,jaipur,26.9154576,75.8189817
4194430387,KOL-COLD-MH-SANKRAIL,kolkata,22.5726459,88.3638953
408133798,KOLKATA K4 - FEEDER,kolkata,22.5726459,88.3638953
3763904247,KOLKATA K4 - FEEDER WAREHOUSE,kolkata,22.5726459,88.3638953
3515046234,KOLKATA K5 - FEEDER WAREHOUSE,kolkata,22.5726459,88.3638953
2175006782,KOLKATA K6 - FEEDER WAREHOUSE,kolkata,22.5726459,88.3638953
748706577,KOLKATA TARATALA DIWALI - FEEDER WAREHOUSE,kolkata,22.5726459,88.3638953
373681047,KTPL_BLR-COLD-FMCG-MH-NELAMANGLA,bengaluru,12.9767936,77.590082
814041851,KTPL_HYD-COLD-MH-RAJABOLLARAM,hyderabad,17.360589,78.4740613
3577355433,KTPL_JAI_COLD_FMCG-MH-MUHANA MANDI,jaipur,26.9154576,75.8189817
2654524305,KTPL_PUN-COLD-FMCG-MH-PERNE,pune,18.5213738,73.8545071
3734974131,KUNDLI - FEEDER WAREHOUSE,kundli,28.8696747,77.1198167
1894821174,KUNDLI FEEDER,kundli,28.8696747,77.1198167
2855344857,LKO IM3,lucknow,26.8381,80.9346001
1065749710,LUCKNOW L4,lucknow,26.8381,80.9346001
3904581242,LUCKNOW L5 - FEEDER,lucknow,26.8381,80.9346001
1030368784,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,26.8381,80.9346001
3637017910,LUDHIANA - FEEDER WAREHOUSE,ludhiana,30.9090157,75.851601
1646844671,LUDHIANA L2 - FEEDER,ludhiana,30.9090157,75.851601
1408453524,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,30.9090157,75.851601
771863157,M9 MUMBAI,mumbai,19.054999,72.8692035
2394569039,MEOWMEOW,pune,18.5213738,73.8545071
2977860909,MUMBAI M10 - FEEDER,mumbai,19.054999,72.8692035
1136140685,MUMBAI M10 - FEEDER WAREHOUSE,mumbai,19.054999,72.8692035
2912180986,MUMBAI M11 - FEEDER,mumbai,19.054999,72.8692035
4253467288,MUMBAI M11 - FEEDER WAREHOUSE,mumbai,19.054999,72.8692035
2554308920,MUMBAI M12 - FEEDER WAREHOUSE,mumbai,19.054999,72.8692035
1655977232,MUMBAI M9 ECOM - FEEDER WAREHOUSE,mumbai,19.054999,72.8692035
1016551808,NAGPUR N1 - FEEDER,nagpur,21.1498134,79.0820556
3880840089,NAGPUR N1 - FEEDER WAREHOUSE,nagpur,21.1498134,79.0820556
2595485337,NOIDA N1 - FEEDER,noida,28.5706333,77.3272147
1864473374,NOIDA N1 - FEEDER WAREHOUSE,noida,28.5706333,77.3272147
2701767818,PATNA P1 - FEEDER,patna,25.6093239,85.1235252
1622595085,PATNA P1 - FEEDER WAREHOUSE,patna,25.6093239,85.1235252
2554612506,PATNA P2 - FEEDER WAREHOUSE,patna,25.6093239,85.1235252
3840471520,PUNE P2 - FEEDER,pune,18.5213738,73.8545071
793959259,PUNE P2 - FEEDER WAREHOUSE,pune,18.5213738,73.8545071
4270283227,PUNE P3 - FEEDER WAREHOUSE,pune,18.5213738,73.8545071
1858454936,RAJPURA - FEEDER,rajpura,30.4776857,76.5937658
2194420056,RAJPURA - FEEDER WAREHOUSE,rajpura,30.4776857,76.5937658
1888721021,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,30.4776857,76.5937658
3481752117,RANCHI R1 - FEEDER,ranchi,23.3700501,85.3250387
